Player,Squad,Age,Born,SCA90,GCA90,COV_Factor,Tax_Rate,Masa_Salarial_X,Log_Annual_Wages_Y,PassLive_P90,PassDead_P90,TO_P90,Sh_P90,Fld_P90,Def_P90,SCA_P90,GCA_P90,Attack_Efficiency_Ratio,Foul_Prone_Ratio,Net_Creative_Impact,Wage_Club_Ratio,Viability_Score,Club_Purchasing_Power,Age_Sq,Age_Prime_Flag,Perf_Age_Interaction,Pos_FW,Pos_GK,Pos_MF,Comp_La Liga,Comp_Ligue 1,Comp_Premier League,Comp_Serie A
Ronald Araújo,Barcelona,25,1999,1.43,0.24,0.8893067412284839,0.469491684675373,222040000.0,15.736985286664163,1.3095238095238095,0.0,0.0,0.119047619047619,0.0,0.0,1.4285714285714286,0.238095238095238,0.1666666666666666,0.0,0.238095238095238,0.030764839458423,0.5965414302288832,197461668.82237256,625,1,5.952380952380952,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adu Ares,Athletic Club,22,2001,4.74,0.0,0.8893067412284839,0.469491684675373,84550000.0,13.78864755629004,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0115138332290892,0.5965414302288832,75190884.9708683,484,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Jesús Areso,Osasuna,25,1999,2.13,0.26,0.8893067412284839,0.469491684675373,27980000.0,14.5478784516775,1.608187134502924,0.3508771929824561,0.0584795321637426,0.0292397660818713,0.087719298245614,0.0,2.134502923976608,0.2631578947368421,0.1232876712328767,0.087719298245614,0.2046783625730994,0.0743388134381701,0.5965414302288832,24882802.61957298,625,1,6.578947368421052,0.0,0.0,0.0,1.0,0.0,0.0,0.0
David Argüelles,Getafe,22,2002,0.0,0.0,0.8893067412284839,0.469491684675373,34390000.0,13.221029493401977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160467829458696,0.5965414302288832,30583258.83084756,484,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
José Arnaiz,Osasuna,29,1995,6.04,0.0,0.8893067412284839,0.469491684675373,27980000.0,14.318243500592644,4.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,6.0,0.0,0.0,0.6666666666666666,0.0,0.059086250682105,0.5965414302288832,24882802.61957298,841,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sergio Arribas,Betis,21,2003,0.0,0.0,0.8893067412284839,0.469491684675373,75990000.0,14.46381266687294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251650376212196,0.5965414302288832,67578419.26595248,441,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Takuma Asano,Mallorca,29,1994,1.88,0.17,0.8893067412284839,0.469491684675373,34960000.0,14.19394699368452,1.3675213675213675,0.0,0.1709401709401709,0.1709401709401709,0.1709401709401709,0.0,1.8803418803418803,0.1709401709401709,0.0909090909090909,0.1709401709401709,0.0,0.0417620137299771,0.5965414302288832,31090163.6733478,841,1,4.957264957264957,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Raúl Asencio,Real Madrid,21,2003,0.65,0.05,0.8893067412284839,0.469491684675373,305400000.0,15.648092021712584,0.5913978494623655,0.0,0.053763440860215,0.0,0.0,0.0,0.6451612903225806,0.053763440860215,0.0833333333333333,0.0,0.0,0.0204649639816633,0.5965414302288832,271594278.77117896,441,0,1.129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Iago Aspas,Celta Vigo,36,1987,3.82,0.67,0.8893067412284839,0.469491684675373,38510000.0,14.567781179692414,3.4020618556701034,0.0515463917525773,0.1030927835051546,0.1546391752577319,0.1030927835051546,0.0,3.814432989690722,0.6701030927835052,0.1756756756756756,0.1030927835051546,0.5670103092783506,0.0550976988915761,0.5965414302288832,34247202.60470891,1296,0,24.12371134020619,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Yaser Asprilla,Girona,20,2003,3.91,0.45,0.8893067412284839,0.469491684675373,50105000.0,14.187074114396758,2.8846153846153846,0.4487179487179487,0.4487179487179487,0.0641025641025641,0.0641025641025641,0.0,3.91025641025641,0.4487179487179487,0.1147540983606557,0.0641025641025641,0.0,0.0289392276219938,0.5965414302288832,44558714.26925319,400,0,8.974358974358974,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ezequiel Ávila,Betis,30,1994,4.12,0.4,0.8893067412284839,0.469491684675373,75990000.0,14.5478784516775,3.2,0.0,0.1333333333333333,0.2666666666666666,0.5333333333333333,0.0,4.133333333333334,0.4,0.0967741935483871,0.5333333333333333,0.2666666666666667,0.0273720226345572,0.5965414302288832,67578419.26595248,900,1,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
César Azpilicueta,Atlético Madrid,34,1989,0.82,0.1,0.8893067412284839,0.469491684675373,157285000.0,15.243426593774984,0.5154639175257733,0.2061855670103093,0.0,0.0,0.0,0.1030927835051546,0.8247422680412372,0.1030927835051546,0.125,0.0,0.1030927835051546,0.0265123819817528,0.5965414302288832,139874610.79412207,1156,0,3.505154639175258,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Papa Ba,Girona,19,2004,3.75,0.0,0.8893067412284839,0.469491684675373,50105000.0,13.514412418801667,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-2.0,0.0147690878295113,0.5965414302288832,44558714.26925319,361,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Loïc Bade,Sevilla,24,2000,0.77,0.07,0.8893067412284839,0.469491684675373,65150000.0,15.36731935756174,0.6711409395973155,0.0,0.0335570469798657,0.0671140939597315,0.0,0.0,0.7718120805369127,0.0671140939597315,0.0869565217391304,0.0,0.0335570469798657,0.0724481964696853,0.5965414302288832,57938334.191035725,576,0,1.610738255033557,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alex Baena,Villarreal,23,2001,5.86,0.73,0.8893067412284839,0.469491684675373,69960000.0,15.935374014143026,3.75,1.4236111111111112,0.1388888888888889,0.3819444444444444,0.1388888888888889,0.0347222222222222,5.868055555555555,0.7291666666666666,0.1242603550295858,4.0,0.5902777777777777,0.1190680388793596,0.5965414302288832,62215899.61634473,529,0,16.770833333333332,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Eric Bailly,Villarreal,30,1994,0.29,0.0,0.8893067412284839,0.469491684675373,69960000.0,14.446782334806132,0.144927536231884,0.0,0.0,0.144927536231884,0.0,0.0,0.2898550724637681,0.0,0.0,0.0,0.0,0.0268724985706117,0.5965414302288832,62215899.61634473,900,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cédric Bakambu,Betis,33,1991,1.39,0.38,0.8893067412284839,0.469491684675373,75990000.0,14.808762330974558,1.1392405063291138,0.0,0.0,0.1265822784810126,0.1265822784810126,0.0,1.3924050632911391,0.3797468354430379,0.2727272727272727,0.1265822784810126,0.3797468354430379,0.0355309909198578,0.5965414302288832,67578419.26595248,1089,0,12.531645569620252,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Alejandro Balde,Barcelona,20,2003,2.99,0.47,0.8893067412284839,0.469491684675373,222040000.0,14.328334184392938,2.362204724409449,0.1181102362204724,0.1181102362204724,0.1181102362204724,0.2755905511811024,0.0,2.9921259842519685,0.4724409448818898,0.1578947368421052,0.2755905511811024,0.3543307086614173,0.0075211673572329,0.5965414302288832,197461668.82237256,400,0,9.448818897637796,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Iván Balliu,Rayo Vallecano,32,1992,1.43,0.08,0.8893067412284839,0.469491684675373,31460000.0,13.753635154246188,1.0526315789473684,0.225563909774436,0.0,0.075187969924812,0.075187969924812,0.0,1.4285714285714286,0.075187969924812,0.0526315789473684,0.075187969924812,0.075187969924812,0.0298792116973935,0.5965414302288832,27977590.0790481,1024,0,2.406015037593985,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonathan Bamba,Celta Vigo,28,1996,3.11,0.44,0.8893067412284839,0.469491684675373,38510000.0,14.6208584892059,2.6666666666666665,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,3.111111111111111,0.4444444444444444,0.1428571428571428,0.0,0.2222222222222222,0.0581011386862788,0.5965414302288832,34247202.60470891,784,1,12.444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Valentín Barco,Sevilla,20,2004,3.12,0.0,0.8893067412284839,0.469491684675373,65150000.0,13.901688254205329,1.5625,1.25,0.0,0.3125,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0167306216423637,0.5965414302288832,57938334.191035725,400,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kike Barja,Osasuna,27,1997,5.14,0.57,0.8893067412284839,0.469491684675373,27980000.0,13.641157170819495,2.571428571428572,1.1428571428571428,0.8571428571428571,0.0,0.5714285714285714,0.0,5.142857142857143,0.5714285714285714,0.111111111111111,0.5714285714285714,-0.2857142857142857,0.0300214438884917,0.5965414302288832,24882802.61957298,729,1,15.428571428571429,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Enzo Barrenechea,Valencia,23,2001,1.85,0.33,0.8893067412284839,0.469491684675373,45340000.0,14.293588604938066,1.4403292181069958,0.0411522633744856,0.0,0.0411522633744856,0.1646090534979424,0.1646090534979424,1.851851851851852,0.3292181069958848,0.1777777777777777,1.0,0.3292181069958848,0.035575019100245,0.5965414302288832,40321167.64729946,529,0,7.57201646090535,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ander Barrenetxea,Real Sociedad,22,2001,2.99,0.43,0.8893067412284839,0.469491684675373,67420000.0,14.953343559785663,2.2142857142857144,0.0714285714285714,0.1428571428571428,0.3571428571428571,0.0714285714285714,0.1428571428571428,3.0,0.4285714285714285,0.1428571428571428,0.5,0.2857142857142857,0.0462770691189558,0.5965414302288832,59957060.49362438,484,0,9.428571428571429,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pablo Barrios,Atlético Madrid,21,2003,2.55,0.43,0.8893067412284839,0.469491684675373,157285000.0,14.769226129850503,2.23938223938224,0.0386100386100386,0.0386100386100386,0.1158301158301158,0.0386100386100386,0.0772200772200772,2.5482625482625485,0.4247104247104247,0.1666666666666666,0.5,0.3861003861003861,0.0165008419113874,0.5965414302288832,139874610.79412207,441,0,8.91891891891892,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Thierno Barry,Villarreal,21,2002,1.78,0.23,0.8893067412284839,0.469491684675373,69960000.0,14.665661487333884,1.2403100775193798,0.0,0.1162790697674418,0.2325581395348837,0.1162790697674418,0.0775193798449612,1.7829457364341086,0.2325581395348837,0.1304347826086956,1.5,0.1162790697674418,0.0334476843910806,0.5965414302288832,62215899.61634473,441,0,4.883720930232558,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Marc Bartra,Betis,33,1991,0.56,0.13,0.8893067412284839,0.469491684675373,75990000.0,14.73180128983843,0.4291845493562232,0.0,0.0429184549356223,0.0858369098712446,0.0,0.0,0.5579399141630901,0.1287553648068669,0.2307692307692307,0.0,0.0858369098712446,0.032899065666535,0.5965414302288832,67578419.26595248,1089,0,4.24892703862661,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Augusto Batalla,Rayo Vallecano,28,1996,0.22,0.0,0.8893067412284839,0.469491684675373,31460000.0,14.5478784516775,0.1875,0.03125,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0661157024793389,0.5965414302288832,27977590.0790481,784,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Rafael Bauza,Espanyol,19,2005,0.49,0.0,0.8893067412284839,0.469491684675373,26220000.0,13.221029493401977,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0.0210468674869739,0.5965414302288832,23317622.755010847,361,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sheraldo Becker,Real Sociedad,29,1995,1.9,0.09,0.8893067412284839,0.469491684675373,67420000.0,14.328334184392938,1.5315315315315317,0.0,0.1801801801801802,0.0900900900900901,0.0900900900900901,0.0,1.891891891891892,0.0900900900900901,0.0476190476190476,0.0900900900900901,-0.0900900900900901,0.0247700978938,0.5965414302288832,59957060.49362438,841,1,2.612612612612613,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Donny van de Beek,Girona,27,1997,1.77,0.13,0.8893067412284839,0.469491684675373,50105000.0,14.956543562516336,1.7088607594936709,0.0,0.0,0.0632911392405063,0.0,0.0,1.7721518987341771,0.1265822784810126,0.0714285714285714,0.0,0.1265822784810126,0.0624688154874762,0.5965414302288832,44558714.26925319,729,1,3.4177215189873413,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Luken Beitia,Real Sociedad,20,2004,0.0,0.0,0.8893067412284839,0.469491684675373,67420000.0,14.39714593168587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265345841100667,0.5965414302288832,59957060.49362438,400,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ismael Bekhoucha,Getafe,19,2004,1.3,0.0,0.8893067412284839,0.469491684675373,34390000.0,12.948009990259552,1.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0122128525734225,0.5965414302288832,30583258.83084756,361,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Héctor Bellerín,Betis,29,1995,1.86,0.31,0.8893067412284839,0.469491684675373,75990000.0,14.236993871191345,1.71875,0.0,0.15625,0.0,0.0,0.0,1.875,0.3125,0.1666666666666666,0.0,0.15625,0.020058175766246,0.5965414302288832,67578419.26595248,841,1,9.0625,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jude Bellingham,Real Madrid,21,2003,3.8,0.47,0.8893067412284839,0.469491684675373,305400000.0,16.192104845020026,3.079710144927536,0.036231884057971,0.181159420289855,0.2898550724637681,0.108695652173913,0.108695652173913,3.804347826086957,0.4710144927536231,0.1238095238095238,1.0,0.289855072463768,0.0352592241574966,0.5965414302288832,271594278.77117896,441,0,9.891304347826086,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fran Beltrán,Celta Vigo,25,1999,1.6,0.15,0.8893067412284839,0.469491684675373,38510000.0,14.73180128983843,1.412639405204461,0.0,0.037174721189591,0.1486988847583643,0.0,0.0,1.5985130111524164,0.1486988847583643,0.0930232558139534,0.0,0.1115241635687732,0.0649182030641392,0.5965414302288832,34247202.60470891,625,1,3.717472118959108,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Carlos Benavídez,Alavés,26,1998,2.04,0.56,0.8893067412284839,0.469491684675373,25800000.0,13.487006490992238,1.6666666666666663,0.0,0.1851851851851851,0.0,0.0,0.1851851851851851,2.0370370370370368,0.5555555555555555,0.2727272727272727,0.0,0.3703703703703703,0.027906976744186,0.5965414302288832,22944113.923694883,676,1,14.444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Iker Benito,Osasuna,21,2002,2.43,0.0,0.8893067412284839,0.469491684675373,27980000.0,12.676076274775909,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0114367405289492,0.5965414302288832,24882802.61957298,441,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Yuri Berchiche,Athletic Club,34,1990,1.76,0.09,0.8893067412284839,0.469491684675373,84550000.0,13.963697926843432,1.4537444933920705,0.13215859030837,0.0,0.0440528634361233,0.0440528634361233,0.0881057268722467,1.762114537444934,0.0881057268722467,0.0499999999999999,0.5,0.0881057268722467,0.0137165011632119,0.5965414302288832,75190884.9708683,1156,0,2.995594713656388,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Álex Berenguer,Athletic Club,29,1995,3.77,0.54,0.8893067412284839,0.469491684675373,84550000.0,14.953343559785663,2.4615384615384617,0.7307692307692307,0.3461538461538461,0.0769230769230769,0.0769230769230769,0.0769230769230769,3.769230769230769,0.5384615384615384,0.1428571428571428,1.0,0.1923076923076923,0.0369012418687167,0.5965414302288832,75190884.9708683,841,1,15.615384615384617,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Marc Bernal,Barcelona,17,2007,0.37,0.0,0.8893067412284839,0.469491684675373,222040000.0,14.03062193758122,0.0,0.3703703703703703,0.0,0.0,0.0,0.0,0.3703703703703703,0.0,0.0,0.0,0.0,0.0055845793550711,0.5965414302288832,197461668.82237256,289,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Juan Bernat,Villarreal,31,1993,3.4,0.42,0.8893067412284839,0.469491684675373,69960000.0,14.506483461090752,2.916666666666667,0.0,0.0,0.4166666666666667,0.0,0.0,3.333333333333333,0.4166666666666667,0.125,0.0,0.4166666666666667,0.0285256742308604,0.5965414302288832,62215899.61634473,961,0,12.916666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Juan Bernat,Getafe,31,1993,1.29,0.13,0.8893067412284839,0.469491684675373,34390000.0,14.221577776743024,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,1.2820512820512822,0.1282051282051282,0.1,0.0,0.1282051282051282,0.0436436009875953,0.5965414302288832,30583258.83084756,961,0,3.974358974358975,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Juan Berrocal,Getafe,25,1999,0.51,0.08,0.8893067412284839,0.469491684675373,34390000.0,14.127803640741272,0.3389830508474576,0.0847457627118644,0.0,0.0,0.0,0.0847457627118644,0.5084745762711864,0.0847457627118644,0.1666666666666666,0.0,0.0847457627118644,0.0397369918034632,0.5965414302288832,30583258.83084756,625,1,2.11864406779661,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Antonio Blanco,Alavés,24,2000,1.49,0.03,0.8893067412284839,0.469491684675373,25800000.0,13.955272500339431,1.2541254125412542,0.099009900990099,0.0,0.033003300330033,0.033003300330033,0.066006600660066,1.4851485148514851,0.033003300330033,0.0222222222222222,0.5,0.033003300330033,0.0445736434108527,0.5965414302288832,22944113.923694883,576,0,0.792079207920792,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Daley Blind,Girona,34,1990,1.52,0.23,0.8893067412284839,0.469491684675373,50105000.0,15.018482861956626,1.3915857605177997,0.0647249190938511,0.0,0.0,0.0,0.0647249190938511,1.5210355987055018,0.2265372168284789,0.1489361702127659,0.0,0.2265372168284789,0.0664604330905098,0.5965414302288832,44558714.26925319,1156,0,7.702265372168285,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Adama Boiro,Athletic Club,22,2002,1.31,0.0,0.8893067412284839,0.469491684675373,84550000.0,12.948009990259552,0.9836065573770492,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0,1.3114754098360657,0.0,0.0,0.0819672131147541,-0.0819672131147541,0.0049674748669426,0.5965414302288832,75190884.9708683,484,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Enzo Boyomo,Osasuna,22,2001,0.39,0.03,0.8893067412284839,0.469491684675373,27980000.0,14.04662227892766,0.36144578313253,0.0,0.0,0.0301204819277108,0.0,0.0,0.3915662650602409,0.0301204819277108,0.0769230769230769,0.0,0.0301204819277108,0.0450321658327376,0.5965414302288832,24882802.61957298,484,0,0.6626506024096385,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Abel Bretones,Osasuna,23,2000,1.69,0.17,0.8893067412284839,0.469491684675373,27980000.0,13.854731271117556,1.2608695652173914,0.0869565217391304,0.217391304347826,0.0,0.0434782608695652,0.0869565217391304,1.6956521739130437,0.1739130434782608,0.1025641025641025,0.5,-0.0434782608695652,0.037169406719085,0.5965414302288832,24882802.61957298,529,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tajon Buchanan,Villarreal,25,1999,2.8,0.43,0.8893067412284839,0.469491684675373,69960000.0,14.953343559785663,1.956521739130435,0.2173913043478261,0.2173913043478261,0.2173913043478261,0.2173913043478261,0.0,2.8260869565217392,0.4347826086956522,0.1538461538461538,0.2173913043478261,0.2173913043478261,0.0445969125214408,0.5965414302288832,62215899.61634473,625,1,10.869565217391305,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ante Budimir,Osasuna,33,1991,1.4,0.43,0.8893067412284839,0.469491684675373,27980000.0,14.953343559785663,0.7621951219512195,0.0,0.0914634146341463,0.274390243902439,0.274390243902439,0.0,1.402439024390244,0.426829268292683,0.3043478260869565,0.274390243902439,0.3353658536585366,0.1115082201572552,0.5965414302288832,24882802.61957298,1089,0,14.08536585365854,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Manu Bueno,Sevilla,20,2004,0.64,0.0,0.8893067412284839,0.469491684675373,65150000.0,12.676076274775909,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0049117421335379,0.5965414302288832,57938334.191035725,400,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Endika Buján,Athletic Club,21,2003,0.0,0.0,0.8893067412284839,0.469491684675373,84550000.0,13.43779333116534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081067332097734,0.5965414302288832,75190884.9708683,441,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pau Cabanes,Villarreal,19,2005,6.63,1.1,0.8893067412284839,0.469491684675373,69960000.0,12.948009990259552,4.444444444444445,0.0,0.5555555555555556,0.0,1.6666666666666663,0.0,6.666666666666666,1.1111111111111112,0.1666666666666666,1.6666666666666663,0.5555555555555556,0.0060034305317324,0.5965414302288832,62215899.61634473,361,0,21.11111111111111,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pau Cabanes,Alavés,19,2005,2.87,0.0,0.8893067412284839,0.469491684675373,25800000.0,12.948009990259552,1.9047619047619049,0.0,0.4761904761904761,0.0,0.4761904761904761,0.0,2.857142857142857,0.0,0.0,0.4761904761904761,-0.4761904761904761,0.0162790697674418,0.5965414302288832,22944113.923694883,361,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Leandro Cabrera,Espanyol,33,1991,0.66,0.22,0.8893067412284839,0.469491684675373,26220000.0,13.854731271117556,0.5329153605015674,0.0,0.0,0.0626959247648902,0.0313479623824451,0.0313479623824451,0.658307210031348,0.219435736677116,0.3333333333333333,1.0,0.219435736677116,0.0396643783371472,0.5965414302288832,23317622.755010847,1089,0,7.241379310344827,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fernando Calero,Espanyol,28,1995,0.76,0.0,0.8893067412284839,0.469491684675373,26220000.0,14.038654109278484,0.6329113924050632,0.0,0.0,0.0,0.0,0.1265822784810126,0.7594936708860759,0.0,0.0,0.0,0.0,0.047673531655225,0.5965414302288832,23317622.755010847,784,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eduardo Camavinga,Real Madrid,21,2002,2.54,0.16,0.8893067412284839,0.469491684675373,305400000.0,16.34123920227253,2.0491803278688527,0.0819672131147541,0.1639344262295082,0.0,0.2459016393442623,0.0,2.540983606557377,0.1639344262295082,0.064516129032258,0.2459016393442623,0.0,0.0409299279633267,0.5965414302288832,271594278.77117896,441,0,3.4426229508196724,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sergio Camello,Rayo Vallecano,23,2001,3.02,0.4,0.8893067412284839,0.469491684675373,31460000.0,13.641157170819495,2.142857142857143,0.0,0.5555555555555556,0.1587301587301587,0.0793650793650793,0.0793650793650793,3.015873015873016,0.3968253968253968,0.131578947368421,1.0,-0.1587301587301587,0.0267005721551176,0.5965414302288832,27977590.0790481,529,0,9.126984126984128,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Peio Canales,Athletic Club,19,2005,3.47,0.0,0.8893067412284839,0.469491684675373,84550000.0,13.730934808266,1.7241379310344829,1.3793103448275863,0.0,0.0,0.0,0.3448275862068966,3.4482758620689657,0.0,0.0,0.0,0.0,0.0108681495705225,0.5965414302288832,75190884.9708683,361,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sergi Canós,Valencia,27,1997,4.6,0.24,0.8893067412284839,0.469491684675373,45340000.0,14.274194452769626,3.1707317073170733,0.2439024390243902,0.0,0.9756097560975612,0.2439024390243902,0.0,4.634146341463415,0.2439024390243902,0.0526315789473684,0.2439024390243902,0.2439024390243902,0.0348917191950988,0.5965414302288832,40321167.64729946,729,1,6.585365853658537,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Dani Cárdenas,Rayo Vallecano,27,1997,0.17,0.0,0.8893067412284839,0.469491684675373,31460000.0,13.337474757021274,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0197075651621106,0.5965414302288832,27977590.0790481,729,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Irvin Cardona,Espanyol,26,1997,2.97,0.45,0.8893067412284839,0.469491684675373,26220000.0,14.214752253610092,2.388059701492537,0.1492537313432835,0.0,0.2985074626865671,0.1492537313432835,0.0,2.985074626865672,0.4477611940298507,0.15,0.1492537313432835,0.4477611940298507,0.0568533130925855,0.5965414302288832,23317622.755010847,676,1,11.64179104477612,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sergi Cardona,Villarreal,25,1999,2.41,0.4,0.8893067412284839,0.469491684675373,69960000.0,14.5478784516775,2.171253822629969,0.091743119266055,0.0305810397553516,0.1223241590214067,0.0,0.0,2.4159021406727827,0.3975535168195718,0.1645569620253164,0.0,0.3669724770642201,0.0297312750142939,0.5965414302288832,62215899.61634473,625,1,9.938837920489297,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Johnny Cardoso,Betis,22,2001,1.47,0.04,0.8893067412284839,0.469491684675373,75990000.0,15.243426593774984,1.218487394957983,0.0,0.2100840336134453,0.0,0.0,0.042016806722689,1.4705882352941175,0.042016806722689,0.0285714285714285,0.0,-0.1680672268907563,0.0548756415317805,0.5965414302288832,67578419.26595248,484,0,0.9243697478991596,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Carmona,Sevilla,22,2002,1.65,0.03,0.8893067412284839,0.469491684675373,65150000.0,13.445204081274197,1.162079510703364,0.18348623853211,0.091743119266055,0.0611620795107033,0.091743119266055,0.0611620795107033,1.6513761467889907,0.0305810397553516,0.0185185185185185,1.5,-0.0611620795107033,0.0105989665249776,0.5965414302288832,57938334.191035725,484,0,0.6727828746177369,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sergio Carreira,Celta Vigo,23,2000,1.96,0.22,0.8893067412284839,0.469491684675373,38510000.0,14.122995257712237,1.7391304347826089,0.0543478260869565,0.1630434782608695,0.0,0.0,0.0,1.956521739130435,0.2173913043478261,0.1111111111111111,0.0,0.0543478260869565,0.0353155024668917,0.5965414302288832,34247202.60470891,529,0,5.000000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Dani Carvajal,Real Madrid,32,1992,1.77,0.3,0.8893067412284839,0.469491684675373,305400000.0,15.93994082678824,1.4705882352941178,0.2941176470588235,0.0,0.0,0.0,0.0,1.7647058823529411,0.2941176470588235,0.1666666666666666,0.0,0.2941176470588235,0.0274005518861527,0.5965414302288832,271594278.77117896,1024,0,9.411764705882351,0.0,0.0,0.0,1.0,0.0,0.0,0.0
William Carvalho,Betis,32,1992,2.6,0.0,0.8893067412284839,0.469491684675373,75990000.0,14.090451732608244,2.592592592592593,0.0,0.0,0.0,0.0,0.0,2.592592592592593,0.0,0.0,0.0,0.0,0.0173240325274349,0.5965414302288832,67578419.26595248,1024,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
